Gene stable ID,Gene start (bp),Gene end (bp),Gene name
ENSG00000123999,219569162,219575711,INHA
ENSG00000163535,200510008,200584096,SGO2
ENSG00000155729,200488958,200519784,KCTD18
ENSG00000121966,136114349,136118165,CXCR4
ENSG00000187957,229357629,229714555,DNER
ENSG00000143878,20447074,20449445,RHOB
ENSG00000119203,9423651,9473101,CPSF3
ENSG00000170340,62196115,62224731,B3GNT2
ENSG00000151360,3658200,3702671,ALLC
ENSG00000064933,189784085,189877629,PMS1
ENSG00000214866,3703592,3847411,DCDC2C
ENSG00000151693,9206765,9405683,ASAP2
ENSG00000144229,136765545,137677718,THSD7B
ENSG00000186889,62500218,62511894,TMEM17
ENSG00000119185,9403475,9423547,ITGB1BP1
ENSG00000143995,66433452,66573869,MEIS1
ENSG00000118960,20560448,20651130,HS1BP3
ENSG00000204186,206274663,206314427,ZDBF2
ENSG00000119777,27032910,27041694,TMEM214
ENSG00000143869,20667144,20679243,GDF7
ENSG00000176714,27625639,27629012,CCDC121
ENSG00000198522,27628247,27651508,GPN1
ENSG00000115944,42333546,42425088,COX7A2L
ENSG00000128699,189770267,189784364,ORMDL1
ENSG00000151353,663877,677406,TMEM18
ENSG00000163798,27663471,27694976,SLC4A1AP
ENSG00000171126,42442017,42493982,KCNG3
ENSG00000119760,27650809,27663840,SUPT7L
ENSG00000176204,76747719,77593319,LRRTM4
ENSG00000243943,27582969,27623217,ZNF512
ENSG00000144283,158456964,158682879,PKP4
ENSG00000118961,20684014,20823130,LDAH
ENSG00000196834,130459455,130509707,POTEI
ENSG00000138029,26243170,26290465,HADHB
ENSG00000152093,130521197,130528604,CFC1B
ENSG00000136698,130592168,130599575,CFC1
ENSG00000084754,26190635,26244672,HADHA
ENSG00000196290,200889327,200903938,NIF3L1
ENSG00000158089,30910467,31155202,GALNT14
ENSG00000138356,200586014,200677064,AOX1
ENSG00000197121,196833004,196927796,PGAP1
ENSG00000114948,206443532,206621127,ADAM23
ENSG00000222038,130611481,130658091,POTEJ
ENSG00000144589,219597857,219616451,STK11IP
ENSG00000178021,54253178,54256229,TSPYL6
ENSG00000170634,53970838,54305300,ACYP2
ENSG00000143954,79025686,79028505,REG3G
ENSG00000150540,137964020,138016364,HNMT
ENSG00000068878,53864069,53970993,PSME4
ENSG00000259916,94588522,94604573,AL845331.2
ENSG00000163331,158795317,158862781,DAPL1
ENSG00000186684,127184120,127220313,CYP27C1
ENSG00000138400,206737763,206765328,MDH1B
ENSG00000172023,79085030,79088019,REG1B
ENSG00000115504,62673851,63046487,EHBP1
ENSG00000228474,27070472,27071654,OST4
ENSG00000084693,27042364,27070622,AGBL5
ENSG00000118246,206765357,206796189,FASTKD2
ENSG00000173302,130729070,130730336,GPR148
ENSG00000178171,130755435,130768134,AMER3
ENSG00000163060,94871430,94876823,TEKT4
ENSG00000284479,131035092,131035262,SMIM39
ENSG00000136002,130836916,131047263,ARHGEF4
ENSG00000115386,79120362,79123409,REG1A
ENSG00000153827,229763838,229923239,TRIP12
ENSG00000235118,206642412,206649011,FAM237A
ENSG00000127837,218264123,218270257,AAMP
ENSG00000232125,206651621,206718396,DYTN
ENSG00000084674,21001429,21044073,APOB
ENSG00000082153,200810594,200827338,BZW1
ENSG00000144228,138501801,138573547,SPOPL
ENSG00000143971,67397319,67412089,ETAA1
ENSG00000101040,47209214,47356889,ZMYND8
ENSG00000118702,37251082,37261835,GHRH
ENSG00000101363,37289638,37317260,MANBAL
ENSG00000197122,37344685,37406050,SRC
ENSG00000053438,37521206,37523690,NNAT
ENSG00000166619,37492472,37527931,BLCAP
ENSG00000124151,47501887,47656877,NCOA3
ENSG00000196562,47656348,47786616,SULF2
ENSG00000101158,58981208,58995133,NELFCD
ENSG00000149639,36777447,36863538,SOGA1
ENSG00000101096,51386957,51562831,NFATC2
ENSG00000125998,35285731,35292425,FAM83C
ENSG00000172296,13008972,13169103,SPTLC3
ENSG00000101230,13221274,13300651,ISM1
ENSG00000124209,58309715,58367507,RAB22A
ENSG00000101342,36876121,36894235,TLDC2
ENSG00000101347,36889773,36951901,SAMHD1
ENSG00000124164,58389122,58451101,VAPB
ENSG00000089123,13389392,13638932,TASP1
ENSG00000198768,58459101,58515131,APCDD1L
ENSG00000088367,36091504,36232799,EPB41L1
ENSG00000054793,51596514,51768634,ATP9A
ENSG00000089048,13714322,13784886,ESF1
ENSG00000101115,51782331,51802521,SALL4
ENSG00000101247,13785007,13821580,NDUFAF5
ENSG00000101019,35302566,35412031,UQCC1
ENSG00000020256,52051663,52204308,ZFP64
ENSG00000182463,52972358,53495330,TSHZ2
ENSG00000204183,35433029,35435450,GDF5OS
ENSG00000125965,35433347,35454746,GDF5
ENSG00000171940,53567065,53609907,ZNF217
ENSG00000080839,36996349,37095995,RBL1
ENSG00000125848,14322985,14337614,FLRT3
ENSG00000064787,53936777,54070594,BCAS1
ENSG00000101251,13849247,13996443,SEL1L2
ENSG00000172264,13995369,16053197,MACROD2
ENSG00000019186,54153446,54173986,CYP24A1
ENSG00000118705,37178410,37241619,RPN2
ENSG00000101353,37101226,37179588,MROH8
ENSG00000064655,46894624,47188844,EYA2
ENSG00000149646,35954564,36030700,CNBD2
ENSG00000171222,35953617,35959472,SCAND1
ENSG00000088812,3471018,3651118,ATRN
ENSG00000125861,3659292,3663399,GFRA4
ENSG00000149451,3667965,3682246,ADAM33
ENSG00000154930,25006230,25058980,ACSS1
ENSG00000101280,869900,916334,ANGPT4
ENSG00000125772,5544404,5611026,GPCPD1
ENSG00000101282,958452,1002311,RSPO4
ENSG00000125818,1113240,1189415,PSMF1
ENSG00000124181,41136960,41196801,PLCG1
ENSG00000215595,1203454,1208274,C20orf202
ENSG00000125895,1180561,1185415,TMEM74B
ENSG00000171984,5750393,5864395,SHLD1
ENSG00000183260,63861498,63862988,ABHD16B
ENSG00000089199,5911510,5925353,CHGB
ENSG00000174306,41178448,41317672,ZHX3
ENSG00000149609,33662327,33665619,C20orf144
ENSG00000182584,33666943,33668525,ACTL10
ENSG00000125967,33657087,33674463,NECAB3
ENSG00000198900,41028822,41124487,TOP1
ENSG00000088827,3686970,3707128,SIGLEC1
ENSG00000089195,5937228,5950558,TRMT6
ENSG00000132622,3732685,3753111,HSPA12B
ENSG00000100987,25070885,25082365,VSX1
ENSG00000101150,63865228,63891545,TPD52L2
ENSG00000101220,3753508,3768387,C20orf27
ENSG00000101349,9537389,9839041,PAK5
ENSG00000101222,3777504,3781448,SPEF1
ENSG00000132639,10218830,10307418,SNAP25
ENSG00000132623,9986126,10058303,ANKEF1
ENSG00000131043,36236459,36270918,AAR2
ENSG00000080845,36306336,36528637,DLGAP4
ENSG00000101335,36541497,36551447,MYL9
ENSG00000125817,3783851,3786740,CENPB
ENSG00000101152,63895126,63936031,DNAJC5
ENSG00000088766,6006090,6040053,CRLS1
ENSG00000125885,5950652,5998977,MCM8
ENSG00000286235,5950949,6039856,AL035461.3
ENSG00000124212,49503874,49568137,PTGIS
ENSG00000158470,49632945,49713878,B4GALT5
ENSG00000197818,49812713,49892242,SLC9A8
ENSG00000101412,33675477,33686385,E2F1
ENSG00000158480,49903391,49915529,SPATA2
ENSG00000101417,33702758,33720319,PXMP4
ENSG00000172216,50190734,50192689,CEBPB
ENSG00000131061,33731657,33792269,ZNF341
ENSG00000259399,36574553,36612384,TGIF2-RAB5IF
ENSG00000118707,36573488,36593950,TGIF2
ENSG00000101082,36612318,36646196,SLA2
ENSG00000101084,36605779,36612557,RAB5IF
ENSG00000025293,35771974,35950370,PHF20
ENSG00000124092,57495966,57525652,CTCFL
ENSG00000101224,3786772,3806121,CDC25B
ENSG00000196396,50510321,50585241,PTPN1
ENSG00000125863,10401009,10434222,MKKS
ENSG00000285723,10420546,10420737,AL034430.2
ENSG00000285508,10413520,10431922,AL034430.1
ENSG00000100983,34928432,34956027,GSS
ENSG00000124226,49936336,49953885,RNF114
ENSG00000042062,50586108,50691527,RIPOR3
ENSG00000198276,63939829,63956416,UCKL1
ENSG00000196700,63956704,63969930,ZNF512B
ENSG00000197586,25195693,25226729,ENTPD6
ENSG00000149346,10435305,10636829,SLX4IP
ENSG00000198185,46499630,46513559,ZNF334
ENSG00000125843,3820524,3828838,AP5S1
ENSG00000149635,46540946,46550574,OCSTAMP
ENSG00000124216,49982980,49988886,SNAI1
ENSG00000101384,10637684,10673999,JAG1
ENSG00000244687,50081124,50115959,UBE2V1
ENSG00000240849,50118254,50153734,TMEM189
ENSG00000124208,50081124,50153637,TMEM189-UBE2V1
ENSG00000101421,33811348,33854366,CHMP4B
ENSG00000124171,50731580,50756795,PARD6B
ENSG00000125970,33993646,34108308,RALY
ENSG00000124243,50794894,50882676,BCAS4
ENSG00000125977,34088309,34112243,EIF2S2
ENSG00000130590,63974116,63980008,SAMD10
ENSG00000088888,3846799,3876123,MAVS
ENSG00000101236,3927309,4015558,RNF24
ENSG00000125779,3888839,3929882,PANK2
ENSG00000215440,58689131,58719238,NPEPL1
ENSG00000078814,34975403,35002437,MYH7B
ENSG00000254995,58651434,58715410,STX16-NPEPL1
ENSG00000124222,58651253,58679526,STX16
ENSG00000100991,35002404,35092807,TRPC4AP
ENSG00000101161,63981132,64033100,PRPF6
ENSG00000101126,50888916,50931437,ADNP
ENSG00000000419,50934867,50958555,DPM1
ENSG00000158296,46557823,46684467,SLC13A3
ENSG00000172315,46684365,46689444,TP53RK
ENSG00000196421,64034344,64039962,C20orf204
ENSG00000203883,64047582,64049639,SOX18
ENSG00000124253,57561080,57568121,PCK1
ENSG00000101079,36651766,36746090,NDRG3
ENSG00000124256,57603846,57620576,ZBP1
ENSG00000132640,11890723,11926609,BTBD3
ENSG00000124225,57648392,57711536,PMEPA1
ENSG00000197496,46709649,46736347,SLC2A10
ENSG00000088298,35115364,35147336,EDEM2
ENSG00000124237,58150904,58161150,C20orf85
ENSG00000124227,58218495,58228653,ANKRD60
ENSG00000261582,35267885,35280043,AL121753.1
ENSG00000126005,35201745,35278131,MMP24OS
ENSG00000101000,35172072,35216240,PROCR
ENSG00000242372,35278911,35284985,EIF6
ENSG00000125966,35226690,35276998,MMP24
ENSG00000087460,58839718,58911192,GNAS
ENSG00000124217,50958826,50963931,MOCS3
ENSG00000026559,51003656,51023107,KCNG1
ENSG00000149636,36751791,36773818,DSN1
ENSG00000101290,5126879,5197887,CDS2
ENSG00000101463,24469629,24666616,SYNDIG1
ENSG00000101292,5302040,5314369,PROKR2
ENSG00000124228,49219295,49244077,DDX27
ENSG00000125878,603797,610398,TCF15
ENSG00000271303,646615,653370,SRXN1
ENSG00000215397,661596,675802,SCRT2
ENSG00000270299,646626,675800,AL121758.1
ENSG00000124201,49237946,49278426,ZNFX1
ENSG00000077984,24949269,24959928,CST7
ENSG00000101276,760080,776015,SLC52A3
ENSG00000158445,49293394,49484297,KCNB1
ENSG00000101474,24962925,24992751,APMAP
ENSG00000131051,35701347,35742312,RBM39
ENSG00000125898,833715,857463,FAM110A
ENSG00000204103,40685848,40689236,MAFB
ENSG00000101439,23626706,23638473,CST3
ENSG00000125531,63547891,63556695,FNDC11
ENSG00000131069,34872146,34927962,ACSS2
ENSG00000078699,33490075,33650036,CBFA2T2
ENSG00000101441,23685640,23689040,CST4
ENSG00000088854,3249305,3407625,C20orf194
ENSG00000170373,23747553,23751268,CST1
ENSG00000131067,34844720,34872856,GGT7
ENSG00000170369,23823769,23826729,CST2
ENSG00000170367,23875934,23879748,CST5
ENSG00000149435,23985050,23988779,GGTLC1
ENSG00000124196,43726164,43726998,GTSF1L
ENSG00000124116,45747944,45791932,WFDC3
ENSG00000130589,63558086,63574239,HELZ2
ENSG00000125869,9514358,9530524,LAMP5
ENSG00000125816,21395365,21397526,NKX2-4
ENSG00000124191,43914852,44069616,TOX2
ENSG00000125820,21511010,21514026,NKX2-2
ENSG00000125813,21705659,21718486,PAX1
ENSG00000101457,45791954,45811427,DNTTIP1
ENSG00000101444,34280268,34311802,AHCY
ENSG00000149596,44111695,44187578,JPH2
ENSG00000075043,63400210,63472677,KCNQ2
ENSG00000101216,63587602,63627101,GMEB2
ENSG00000101440,34194569,34269344,ASIP
ENSG00000272897,35632340,35674544,AL109827.1
ENSG00000244005,35668052,35699355,NFS1
ENSG00000125968,31605283,31606515,ID1
ENSG00000125995,35699272,35700984,ROMO1
ENSG00000214078,35626031,35664956,CPNE1
ENSG00000132823,44195939,44210771,OSER1
ENSG00000088836,3227417,3239559,SLC4A11
ENSG00000175063,45812576,45816957,UBE2C
ENSG00000124126,48624252,48827999,PREX1
ENSG00000197457,63639705,63657682,STMN3
ENSG00000088826,4120980,4187747,SMOX
ENSG00000124194,44247099,44280917,GDAP1L1
ENSG00000131055,31637888,31645006,COX4I2
ENSG00000101367,32819954,32850405,MAPRE1
ENSG00000171552,31664452,31723989,BCL2L1
ENSG00000197296,44302840,44311202,FITM2
ENSG00000131050,33161768,33181412,BPIFA2
ENSG00000215529,32858923,32961609,EFCAB8
ENSG00000101074,44336986,44351242,R3HDML
ENSG00000101470,45823214,45833745,TNNC2
ENSG00000171873,4220631,4249074,ADRA1D
ENSG00000171867,4686236,4701590,PRNP
ENSG00000244462,35648925,35664956,RBM12
ENSG00000171864,4721909,4728460,PRND
ENSG00000101266,472498,543835,CSNK2A1
ENSG00000167098,32983773,33004433,SUN5
ENSG00000088325,31739271,31801805,TPX2
ENSG00000170471,38472816,38578859,RALGAPB
ENSG00000101265,4780023,4823608,RASSF2
ENSG00000131059,33217310,33227758,BPIFA3
ENSG00000124198,48921711,49036693,ARFGEF2
ENSG00000078898,33007704,33023703,BPIFB2
ENSG00000101076,44355700,44434596,HNF4A
ENSG00000167104,33031648,33044047,BPIFB6
ENSG00000186190,33055424,33073628,BPIFB3
ENSG00000186191,33079644,33111751,BPIFB4
ENSG00000089057,4852356,5010293,SLC23A2
ENSG00000078747,34363241,34540748,ITCH
ENSG00000125798,22581005,22585455,FOXA2
ENSG00000182035,38581195,38588463,ADIG
ENSG00000124143,38601934,38651035,ARHGAP40
ENSG00000132671,23035386,23036812,SSTR4
ENSG00000178726,23045633,23049741,THBD
ENSG00000125971,34516409,34540958,DYNLRB1
ENSG00000198183,33235995,33243311,BPIFA1
ENSG00000124207,49046246,49096960,CSE1L
ENSG00000125810,23079360,23086324,CD93
ENSG00000101210,63488014,63499185,EEF1A2
ENSG00000101246,63698642,63708025,ARFRP1
ENSG00000273047,63738270,63740398,AL121845.2
ENSG00000130584,63743666,63832038,ZBTB46
ENSG00000203896,63736283,63739103,LIME1
ENSG00000243509,63696652,63698684,TNFRSF6B
ENSG00000026036,63659300,63698684,RTEL1-TNFRSF6B
ENSG00000273154,63708864,63739103,AL121845.3
ENSG00000125520,63739776,63744050,SLC2A4RG
ENSG00000197114,63707465,63736142,ZGPAT
ENSG00000258366,63657810,63696253,RTEL1
ENSG00000101144,57168753,57266641,BMP7
ENSG00000125534,63520765,63522206,PPDPF
ENSG00000125999,33273480,33309871,BPIFB1
ENSG00000101213,63528001,63537376,PTK6
ENSG00000101460,34546854,34560345,MAP1LC3A
ENSG00000101438,38724486,38729372,SLC32A1
ENSG00000054796,57329759,57343994,SPO11
ENSG00000101442,38748460,38772520,ACTR5
ENSG00000132661,23350791,23354771,NXT1
ENSG00000101445,38805697,38923024,PPP1R16B
ENSG00000089063,5068232,5113103,TMEM230
ENSG00000101391,33358839,33401561,CDK5RAP1
ENSG00000125812,23362182,23373062,GZF1
ENSG00000101447,38926312,38953106,FAM83D
ENSG00000078804,34704339,34713439,TP53INP2
ENSG00000125814,23374519,23421519,NAPB
ENSG00000101464,34560542,34698790,PIGU
ENSG00000198646,34689097,34825651,NCOA6
ENSG00000125823,23439685,23444930,CSTL1
ENSG00000125831,23450403,23452876,CST11
ENSG00000125815,23491101,23496018,CST8
ENSG00000256222,57358442,57359980,MTRNR2L3
ENSG00000101146,57351223,57379211,RAE1
ENSG00000124214,49113339,49188367,STAU1
ENSG00000132646,5114953,5126626,PCNA
ENSG00000132819,57391396,57409333,RBM38
ENSG00000101452,38962299,39039723,DHX35
ENSG00000101400,33407955,33443892,SNTA1
ENSG00000101435,23564732,23568484,CST9L
ENSG00000173335,23602410,23605876,CST9
ENSG00000125508,63540810,63547504,SRMS
ENSG00000125877,3208868,3223870,ITPA
ENSG00000101333,9068763,9481242,PLCB4
ENSG00000180305,45629739,45631196,WFDC10A
ENSG00000180205,45607939,45631268,WFDC9
ENSG00000101182,62136733,62143440,PSMA7
ENSG00000088970,21125983,21246622,KIZ
ENSG00000101361,2652593,2658393,NOP56
ENSG00000180083,45648563,45670270,WFDC11
ENSG00000101052,43590931,43647296,IFT52
ENSG00000088305,32762385,32809356,DNMT3B
ENSG00000182931,45684653,45705019,WFDC10B
ENSG00000168634,45702038,45708817,WFDC13
ENSG00000149651,45722351,45725830,SPINT4
ENSG00000088930,21303331,21389825,XRN2
ENSG00000101898,31547412,31548081,MCTS2P
ENSG00000101294,31514410,31577923,HM13
ENSG00000101057,43667019,43716495,MYBL2
ENSG00000188559,20389530,20712644,RALGAPA2
ENSG00000080189,46345980,46364458,SLC35C2
ENSG00000124145,45325288,45348424,SDC4
ENSG00000101200,3082556,3084724,AVP
ENSG00000215251,3146519,3159865,FASTKD5
ENSG00000185019,3107573,3160196,UBOX5
ENSG00000022277,56468585,56519449,RTF2
ENSG00000124103,56517187,56526152,FAM209A
ENSG00000124091,56491492,56525925,GCNT7
ENSG00000101204,63343223,63378401,CHRNA4
ENSG00000130699,61953469,62065810,TAF4
ENSG00000149600,32702691,32743997,COMMD7
ENSG00000198547,32631652,32673941,C20orf203
ENSG00000285382,32632183,32743567,FO393400.1
ENSG00000254806,45363200,45410610,SYS1-DBNDD2
ENSG00000088899,3162617,3173592,LZTS3
ENSG00000204070,45361937,45376798,SYS1
ENSG00000244274,45406057,45410610,DBNDD2
ENSG00000125846,18288283,18316996,ZNF133
ENSG00000124251,45372557,45407889,TP53TG5
ENSG00000213714,56533246,56536520,FAM209B
ENSG00000062598,46366050,46432985,ELMO2
ENSG00000158901,45551153,45579326,WFDC8
ENSG00000198171,3190350,3204685,DDRGK1
ENSG00000149657,62122461,62135374,LSM14B
ENSG00000087510,56629306,56639283,TFAP2C
ENSG00000180383,31465506,31476757,DEFB124
ENSG00000088320,31475288,31484895,REM1
ENSG00000180424,31440632,31450257,DEFB123
ENSG00000204548,31404845,31412838,DEFB121
ENSG00000101203,63293186,63334851,COL20A1
ENSG00000243543,45534196,45539495,WFDC6
ENSG00000101448,45540626,45547752,EPPIN
ENSG00000149474,18138118,18188387,KAT14
ENSG00000232838,18137863,18143169,PET117
ENSG00000249139,45534196,45547662,EPPIN-WFDC6
ENSG00000089091,18383367,18467281,DZANK1
ENSG00000101473,45841721,45857405,ACOT8
ENSG00000101132,54208087,54228052,PFDN4
ENSG00000124104,45833799,45843276,SNX21
ENSG00000171703,64049836,64072347,TCEA2
ENSG00000101134,54475597,54651171,DOK5
ENSG00000101298,1266280,1309328,SNPH
ENSG00000244588,1226056,1296421,RAD21L1
ENSG00000124155,45416084,45456934,PIGT
ENSG00000184402,62143769,62182514,SS18L1
ENSG00000126001,35455164,35519280,CEP250
ENSG00000125872,6040778,6054049,LRRN4
ENSG00000124120,44475874,44494603,TTPAL
ENSG00000101311,6074845,6123544,FERMT1
ENSG00000054803,55997440,56005472,CBLN4
ENSG00000132664,18467389,18484646,POLR3F
ENSG00000132801,45857614,45879122,ZSWIM3
ENSG00000168612,45881227,45885266,ZSWIM1
ENSG00000101160,58995185,59007254,CTSZ
ENSG00000124089,56248732,56249815,MC3R
ENSG00000149634,45886489,45887635,SPATA25
ENSG00000101306,31819308,31834689,MYLK2
ENSG00000124098,56358974,56368663,FAM210B
ENSG00000179772,31844301,31845619,FOXS1
ENSG00000124257,45888625,45891287,NEURL2
ENSG00000100979,45898621,45912155,PLTP
ENSG00000132792,37693955,37872129,CTNNBL1
ENSG00000101191,62877738,62937952,DIDO1
ENSG00000064601,45890144,45898820,CTSA
ENSG00000101181,62183029,62203568,MTG2
ENSG00000088356,31944337,31952046,PDRG1
ENSG00000131044,31870702,31944963,TTLL9
ENSG00000125975,35523186,35529652,C20orf173
ENSG00000089050,18486540,18497225,RBBP9
ENSG00000149599,31847637,31870747,DUSP15
ENSG00000125845,6767686,6780246,BMP2
ENSG00000089177,16272104,16573434,KIF16B
ENSG00000101180,62214960,62220278,HRH3
ENSG00000125775,1309909,1329139,SDCBP2
ENSG00000132824,44496221,44522085,SERINC3
ENSG00000088832,1368978,1393172,FKBP1A
ENSG00000274322,1317571,1393096,AL136531.2
ENSG00000100994,25248085,25298012,PYGB
ENSG00000100997,25294743,25390983,ABHD12
ENSG00000132793,41340920,41360582,LPIN3
ENSG00000125870,16729961,16742564,SNRPB2
ENSG00000101193,62938147,62948475,GID8
ENSG00000183798,41359962,41366818,EMILIN3
ENSG00000101194,62952707,62969585,SLC17A9
ENSG00000101365,2658395,2664219,IDH3B
ENSG00000101323,7882985,7940458,HAO1
ENSG00000171700,64073181,64079988,RGS19
ENSG00000125879,16748358,16770062,OTOR
ENSG00000125991,35542021,35557634,ERGIC3
ENSG00000125533,63005927,63007035,BHLHE23
ENSG00000132821,37903111,37945350,VSTM2L
ENSG00000125827,7977346,8019805,TMX4
ENSG00000101407,37983007,38033461,TTI1
ENSG00000178591,87250,97094,DEFB125
ENSG00000125788,142590,145751,DEFB126
ENSG00000088782,157470,159163,DEFB127
ENSG00000185982,187853,189681,DEFB128
ENSG00000125903,227258,229886,DEFB129
ENSG00000125851,17226107,17484578,PCSK2
ENSG00000198959,38127385,38166578,TGM2
ENSG00000149658,63195429,63216139,YTHDF1
ENSG00000101413,38033546,38127780,RPRD1B
ENSG00000130703,62231922,62296213,OSBPL2
ENSG00000186458,257724,261096,DEFB132
ENSG00000124172,59025475,59032345,ATP5F1E
ENSG00000101162,59019254,59026654,TUBB1
ENSG00000196839,44619522,44652233,ADA
ENSG00000168734,44531785,44624247,PKIG
ENSG00000101166,59033145,59042809,PRELID3B
ENSG00000196476,270863,290778,C20orf96
ENSG00000124203,59123381,59259113,ZNF831
ENSG00000101197,63235883,63240495,BIRC7
ENSG00000247315,296968,300321,ZCCHC3
ENSG00000177732,325595,330224,SOX12
ENSG00000125841,346782,359660,NRSN2
ENSG00000124205,59300443,59325992,EDN3
ENSG00000088881,2692878,2760108,EBF4
ENSG00000171695,64083380,64084359,LKAAEAR1
